id;country;CO2;worker;water;energy;CO2_score;water_score;energy_score
1690;TRUE;42,1;4;745;4,1;;;
1691;TRUE;14,9;3;572,8;51,4;;;
1692;TRUE;24,6;4;1268,5;23,9;;;
1694;FALSE;22,6;5;601,1;62;;;
1695;FALSE;39,2;2;690,2;33;;;
1696;TRUE;30,7;5;455,1;37,3;;;
1697;TRUE;34,5;4;1375,3;55,1;;;
1698;TRUE;1,6;1;1450,3;39,8;;;
1699;TRUE;2,2;3;382,7;4;;;
1700;FALSE;3,9;2;663,8;21,2;;;
1701;FALSE;20,3;1;1473,5;64,1;;;
1702;FALSE;39,7;1;1295,4;44,4;;;
1703;TRUE;17;2;565,4;61,1;;;
1704;TRUE;5,5;5;774,9;67,1;;;
1705;TRUE;48,6;1;1338,3;51,4;;;
1706;TRUE;10,1;3;997,4;23,9;;;
1707;FALSE;40,7;5;932,7;59,1;;;
1708;TRUE;23,7;2;1170,6;42,6;;;
1709;TRUE;17,2;2;492,2;1,2;;;
1710;TRUE;39,5;3;1041;11,5;;;
1711;FALSE;32,2;3;1150,9;47,4;;;
1712;FALSE;49,7;1;374,2;16,3;;;
1713;FALSE;47,1;3;931,1;25,9;;;
1714;TRUE;22,8;4;1418,1;12,1;;;
1715;TRUE;13,3;2;576;7,2;;;
1716;TRUE;8,6;4;653,1;23,2;;;
1717;FALSE;28,6;5;690,9;1,3;;;
1718;TRUE;16,5;4;1112,7;9,5;;;
1719;FALSE;3,4;2;665,6;54;;;
1720;FALSE;49,4;2;1453,5;3,5;;;
1721;TRUE;11,7;1;556,3;61,2;;;
1722;TRUE;37;5;454,6;46,4;;;
1723;FALSE;22,4;1;485,6;45,6;;;
1724;FALSE;11,6;4;1096,9;4,6;;;
1725;TRUE;40,5;5;1148,7;35,5;;;
1726;FALSE;27,2;4;727,7;15,7;;;
1727;FALSE;38,9;3;1230,8;11,4;;;
1728;TRUE;41,1;4;490,8;33,4;;;
1729;TRUE;27,9;4;422,9;35,9;;;
1730;FALSE;36,4;3;1243,4;41,2;;;
1731;FALSE;8,5;2;558;63,6;;;
1732;FALSE;10,1;5;698,9;14,3;;;
1735;FALSE;20,5;3;1114,5;53;;;
1737;TRUE;21,3;2;796;31,4;;;
1738;FALSE;27,8;5;1456,2;55,3;;;
1739;FALSE;18,4;2;999;54,6;;;
1740;TRUE;17,2;2;810;34,1;;;
1741;TRUE;45,9;2;633,2;25,7;;;
1742;FALSE;47,9;1;1448,8;46,6;;;
1743;FALSE;20,8;3;1085,5;5,7;;;
1744;TRUE;22,9;2;679,1;28,5;;;
1745;TRUE;18,7;3;1198,9;56,3;;;
1746;TRUE;3,6;1;1275,2;46,1;;;
1749;FALSE;4,3;1;785,2;17,4;;;
1750;FALSE;6,4;1;414,6;0,9;;;
1751;FALSE;44,9;4;1123,3;22,7;;;
1752;FALSE;39,1;4;720,8;13,3;;;
1753;FALSE;27,1;1;1332,3;46,4;;;
1754;FALSE;21,7;4;1181,4;45,4;;;
1755;TRUE;2,9;3;1204,7;22,8;;;
1756;TRUE;12,5;2;969,5;39,1;;;
1757;FALSE;24,4;2;626,6;63,2;;;
1758;TRUE;12,7;5;1442,9;54,1;;;
1759;TRUE;39,6;1;473,5;58,8;;;
1760;TRUE;38,2;3;1244,2;62,5;;;
1761;FALSE;10;5;1191,2;56,4;;;
1762;FALSE;4,5;4;1068,4;10,4;;;
1763;TRUE;2;3;899;68,4;;;
1764;TRUE;35,8;1;532,3;8,4;;;
1765;FALSE;41,2;3;1252,6;55,3;;;
1766;TRUE;35,3;1;1158,4;3,6;;;
1767;TRUE;39,8;4;1127,9;55,4;;;
1768;FALSE;23;4;1329,3;17,5;;;
1769;FALSE;47,5;1;637,1;25,1;;;
1770;FALSE;22,8;5;478,8;24,4;;;
1771;FALSE;29,9;3;349,1;65,2;;;
1772;FALSE;48,3;5;569,5;24;;;
1773;TRUE;20,8;2;1315,3;47,6;;;
1774;TRUE;23,4;2;840,6;65;;;
1775;FALSE;4,2;2;1483,3;16;;;
1776;TRUE;20,4;3;967,9;50,6;;;
1777;FALSE;6,3;5;391,4;63;;;
1778;TRUE;24,2;3;1174,8;41,5;;;
1779;FALSE;7,4;4;450,8;43,8;;;
1780;FALSE;28;1;383,7;7,8;;;
1781;TRUE;31,7;2;1200,9;54,1;;;
1782;TRUE;16,2;2;1064,4;36,5;;;
1783;FALSE;40,9;1;466,5;24,2;;;
1784;TRUE;40,7;5;538,7;17,2;;;
1785;TRUE;6,6;4;1471;12,1;;;
1787;TRUE;49,7;5;1112,7;56,1;;;
1788;FALSE;29;5;1306,8;42,7;;;
1789;TRUE;38,5;1;538,8;61,7;;;
1790;FALSE;5,9;4;351,9;65,9;;;
1791;TRUE;10,6;1;1010,8;45,6;;;
1792;FALSE;48,6;1;1161,7;52,5;;;
1793;FALSE;22,7;5;1110,1;21,4;;;
1794;FALSE;47,5;3;533,5;10,1;;;
1795;FALSE;2,8;4;1362,6;46,9;;;
1796;FALSE;47,2;5;1046,6;5,8;;;
1797;FALSE;19;2;1400;64,3;;;
1798;TRUE;27,3;4;1274;31,9;;;
1799;FALSE;16;5;1304,8;46,6;;;
1800;TRUE;45,2;2;1385;22,9;;;
1801;TRUE;17;4;641,1;2,5;;;
1802;TRUE;27,2;1;1179,8;17,4;;;
1803;TRUE;13,1;4;1447;13,6;;;
1806;TRUE;21,2;2;891,5;65,9;;;
1807;FALSE;6,5;4;453,2;66,1;;;
1809;FALSE;33,4;5;1200;44,2;;;
1811;TRUE;23,4;4;805,5;13,3;;;
1812;TRUE;47,2;4;478,3;63,7;;;
1813;FALSE;17,1;3;354,9;33,2;;;
1814;TRUE;33,1;2;496,3;65,2;;;
1815;FALSE;7,4;5;953,2;41;;;
1816;TRUE;45;2;1104,8;35,7;;;
1817;FALSE;18,7;3;1265,6;53,6;;;
1818;FALSE;45,7;5;320,7;31,6;;;
1819;TRUE;32,7;1;1077,9;12,1;;;
1820;TRUE;30,2;4;1302,2;48,3;;;
1821;FALSE;33,8;4;583,1;31,1;;;
1822;TRUE;33,1;3;1251,7;43,8;;;
1823;FALSE;24,1;3;486,2;49,9;;;
1824;FALSE;31,1;4;585,5;38,5;;;
1825;FALSE;24;1;784,9;34,6;;;
1826;TRUE;14,1;5;466,8;35;;;
1827;TRUE;40,5;5;900,3;62,7;;;
1828;FALSE;32,7;3;1410,2;51;;;
1829;TRUE;42,5;1;895,7;70;;;
1830;FALSE;17,6;2;852,9;18,6;;;
1831;FALSE;13,9;1;1441,7;17,7;;;
1832;FALSE;31,5;3;1303,7;69,7;;;
1833;FALSE;25,2;2;630,1;35,1;;;
1834;FALSE;49,1;1;683;22,4;;;
1835;FALSE;11,8;1;549,5;67,2;;;
1836;FALSE;24,4;4;1496,8;13,1;;;
1837;TRUE;43,9;1;506,1;20,1;;;
1838;FALSE;44,9;5;555,4;62,5;;;
1839;FALSE;35,2;3;1271,5;22,8;;;
1840;TRUE;9,6;3;708,8;41,2;;;
1841;FALSE;2,6;5;646;24,6;;;
1842;TRUE;32,9;5;984;46,6;;;
1843;FALSE;49,6;1;1289;38,7;;;
1844;FALSE;32;1;795,9;9,5;;;
1845;TRUE;32;2;1249,9;48,1;;;
1846;FALSE;29;2;385,2;42,1;;;
1847;TRUE;12,4;1;831,4;19,8;;;
1849;FALSE;25,7;5;721,8;42,7;;;
1851;TRUE;6,3;5;910,5;47,9;;;
1852;FALSE;36,3;4;307,2;24,8;;;
1853;FALSE;24,6;3;855,4;8,1;;;
1854;FALSE;39,6;1;1012;5;;;
1855;TRUE;20,2;4;336,3;19,4;;;
1856;TRUE;29;1;1194,4;2,9;;;
1857;TRUE;13,6;3;868;0,6;;;
1858;TRUE;17,8;4;971;60,4;;;
1859;FALSE;7,7;2;682,4;48,5;;;
1860;TRUE;49,3;2;1498,1;27,4;;;
1861;TRUE;2,5;1;349,1;36;;;
1862;FALSE;5,8;4;1276,1;55,8;;;
1863;TRUE;30,9;3;1468,6;23,6;;;
1864;FALSE;15,3;1;979,1;37,1;;;
1865;FALSE;19,9;1;1234,8;61,7;;;
1866;FALSE;19,6;2;1084,2;26,4;;;
1867;TRUE;9,2;5;1369,8;36,1;;;
1868;FALSE;20,8;1;498,4;67,3;;;
1869;FALSE;48,8;3;771,6;27,5;;;
1870;FALSE;19,8;1;529,6;64,6;;;
1871;FALSE;3,5;2;1095,1;26,3;;;
1872;TRUE;22,3;2;569,8;6,1;;;
1873;FALSE;32,8;5;1343,3;18,8;;;
1874;FALSE;42,4;3;1102,7;48,3;;;
1875;FALSE;25,8;2;1157,8;40,2;;;
1876;TRUE;19,5;3;793,8;58,5;;;
1877;TRUE;37,9;5;909,6;8,3;;;
1878;FALSE;38,3;4;1385,7;22;;;
1879;TRUE;13,3;1;1482,7;40,8;;;
1880;TRUE;28,9;2;1437,2;24,8;;;
1881;FALSE;27,3;4;1447,4;24,4;;;
1882;TRUE;27,3;1;477,2;11,8;;;
1883;FALSE;12,9;1;441,9;8,5;;;
1884;TRUE;49,6;2;870,5;47,3;;;
1885;FALSE;44,8;5;704,1;30,1;;;
1886;FALSE;26;5;666,3;22,7;;;
1887;TRUE;33,3;4;793,1;52,5;;;
1888;FALSE;13,9;2;824,2;21,1;;;
1889;FALSE;14,3;4;682,8;19,1;;;
1890;TRUE;8,7;3;830,9;12,6;;;
1891;TRUE;6,5;2;1185,9;70;;;
1892;FALSE;16,5;4;1098,6;62,6;;;
1893;FALSE;28;5;319,3;52,3;;;
1894;FALSE;18,7;3;601,2;32,5;;;
1895;FALSE;2;2;1074,5;20,6;;;
1896;TRUE;30,4;2;302,6;61,5;;;
1897;FALSE;49,5;5;1305,4;43,9;;;
1898;FALSE;1,1;1;482,3;38,1;;;
1899;TRUE;4,1;1;870,5;66,1;;;
1900;FALSE;43,5;3;1097,8;35,3;;;
1901;TRUE;28,4;3;936,3;35,8;;;
1902;FALSE;6,2;3;1169;28,2;;;
1903;FALSE;9,4;3;1389,6;62,6;;;
1904;FALSE;1,3;1;842,4;3,3;;;
1905;TRUE;2,8;4;532,3;16,7;;;
1906;FALSE;5,4;2;843,7;34,6;;;
1907;FALSE;28,4;5;1234,4;2,5;;;
1908;TRUE;46,3;3;789,8;25;;;
1909;TRUE;8,1;2;1186,8;44,5;;;
1910;TRUE;13,4;2;834,6;55,2;;;
1911;TRUE;0,6;2;1375,1;22,3;;;
1912;FALSE;2,6;2;602,9;34,1;;;
1913;FALSE;31,9;3;1399,7;24,1;;;
1914;TRUE;36,9;4;351,7;46,3;;;
1915;TRUE;6;4;326,5;57,1;;;
1916;TRUE;5,9;5;943,5;39,2;;;
1917;FALSE;25,9;3;981,8;30,9;;;
1918;FALSE;24,8;2;315,7;14,6;;;
1919;FALSE;43;5;1490,2;47,3;;;
1920;FALSE;26,7;5;436,5;34,6;;;
1921;TRUE;27,6;5;1197,2;11,2;;;
1922;FALSE;47,9;3;370,8;29,3;;;
1923;FALSE;6,5;2;786;14,9;;;
1924;TRUE;22,7;1;1252,4;17,1;;;
1925;TRUE;15,9;4;1138,3;27,1;;;
1926;FALSE;42,9;4;665,5;1,7;;;
1927;TRUE;9,4;3;1156,1;14;;;
1928;FALSE;43;5;650,5;16,8;;;
1929;TRUE;29;5;891,3;22,4;;;
1930;TRUE;40,5;4;565,3;68,3;;;
1931;TRUE;5,4;3;521;47,5;;;
1932;TRUE;4,6;4;987,3;54,9;;;
1933;TRUE;48,4;5;1277,2;20,2;;;
1934;TRUE;27,8;1;1470,7;31,1;;;
1935;TRUE;31,8;2;988,5;44;;;
1936;FALSE;16,6;2;1365,1;20;;;
1937;FALSE;40,3;5;546;39,9;;;
1938;FALSE;36,1;1;1400,4;54,6;;;
1939;FALSE;3,9;4;733,3;16,3;;;
1940;FALSE;7,1;1;873,1;3,1;;;
1941;TRUE;8,9;3;497,9;50,7;;;
1943;FALSE;28,4;4;1191,4;34,1;;;
1944;FALSE;21,2;1;1379,5;7,5;;;
1945;FALSE;39,4;5;548,6;5,6;;;
1946;FALSE;48,4;2;1414,7;22,7;;;
1947;FALSE;45,2;1;352,2;24,3;;;
1948;FALSE;42,3;1;616,5;39,6;;;
1949;FALSE;31,3;1;629,8;4,8;;;
1950;FALSE;6,2;2;1276,2;16,6;;;
1951;TRUE;17,8;2;1059,6;42,5;;;
1952;TRUE;2,4;4;1497,2;45,9;;;
1953;TRUE;15,9;1;320,4;49,7;;;
1954;FALSE;13,3;4;1355,5;57,9;;;
1955;TRUE;8,5;5;562,1;28,2;;;
1956;FALSE;27,2;4;697,9;49,4;;;
1957;TRUE;34,4;1;892,6;54,7;;;
1958;FALSE;29;1;709,3;37,3;;;
1959;FALSE;14;5;1388,1;49,7;;;
1960;FALSE;42,9;3;877,6;14;;;
1961;FALSE;16,2;5;845,7;29,9;;;
1962;FALSE;20,2;4;394,4;46,8;;;
1963;TRUE;32,9;2;492,2;54,8;;;
1964;FALSE;1,7;2;1296,8;3,8;;;
1965;FALSE;7,7;5;756,5;1,9;;;
1966;FALSE;38,4;1;1253,1;8,9;;;
1967;FALSE;32,2;1;699,8;6,8;;;
1968;FALSE;20,4;2;1206,9;67,1;;;
1969;TRUE;11,5;1;533;40,4;;;
1970;FALSE;19,7;2;869,9;61,9;;;
1971;TRUE;23,7;4;1215,1;26,6;;;
1972;FALSE;33,4;4;1238,3;46,9;;;
1973;FALSE;43,9;2;1030,8;43,7;;;
1974;FALSE;31,4;3;1347,9;56,6;;;
1975;TRUE;34,2;2;931,2;59,8;;;
1976;FALSE;16,7;2;950,7;3;;;
1977;FALSE;47,9;1;1378,8;48,3;;;
1978;FALSE;24,2;5;428;3,5;;;
1979;TRUE;49,3;5;551,3;17,3;;;
1980;TRUE;16,4;3;367,4;24;;;
1981;TRUE;19,4;1;528;66,9;;;
1982;FALSE;3,1;5;1400,2;11,6;;;
1983;FALSE;28,1;5;933;10,9;;;
1984;FALSE;13;3;1471,6;41,1;;;
1985;FALSE;47;2;1440,2;12,6;;;
1986;FALSE;40,2;4;1134,7;15;;;
1987;FALSE;18,8;2;568,4;8,8;;;
1988;FALSE;26,9;3;1345,6;54,9;;;
1990;TRUE;6,8;5;954,4;60,9;;;
1991;TRUE;9,3;3;1347,3;34,8;;;
1993;TRUE;39;5;1421,4;33,3;;;
1994;FALSE;49,4;2;395,5;57,4;;;
1995;TRUE;3,6;2;433,4;44,7;;;
1996;FALSE;33,2;1;1253,2;64,7;;;
1997;TRUE;22,6;3;1255,2;26,9;;;
1998;TRUE;27,1;4;504,8;28,8;;;
1999;FALSE;33;1;785,5;54,7;;;
2001;TRUE;3,8;2;1430,1;68,7;;;
2003;FALSE;30,8;4;451,1;56,4;;;
2004;FALSE;30,6;4;1433,7;37,4;;;
2005;TRUE;28,3;2;1241,9;64,2;;;
2006;TRUE;26,5;4;508;56,7;;;
2007;FALSE;35,1;1;920,2;69,3;;;
2008;FALSE;45,9;2;1116,5;4,7;;;
2009;FALSE;44,6;5;1018,7;69,4;;;
2010;TRUE;10,6;3;1210,7;63,6;;;
2011;FALSE;45,1;2;637,4;67,4;;;
2012;FALSE;18,7;4;600,9;64,2;;;
2013;TRUE;45,7;2;745,1;28,7;;;
2014;TRUE;43,4;1;1105;69,2;;;
2015;TRUE;40,4;4;1482,7;2,6;;;
2016;FALSE;26,9;2;858;44,2;;;
2017;TRUE;5,1;3;923,1;61,8;;;
2018;FALSE;38,4;5;706,4;9;;;
2019;TRUE;36,6;3;334,8;23,5;;;
2020;TRUE;31,8;3;639,3;59,7;;;
2021;TRUE;37,4;2;1301;44,4;;;
2022;TRUE;39,4;4;340,2;37,3;;;
2023;TRUE;46,8;5;330,7;38;;;
2024;TRUE;19,9;4;1314;6,4;;;
2025;TRUE;9,8;4;1346,7;3,8;;;
2026;TRUE;44,3;4;919,7;61,1;;;
2027;FALSE;33,1;4;1297,5;39,6;;;
2028;TRUE;15,2;5;1483,6;65,6;;;
2029;TRUE;39,4;1;778;40,2;;;
2030;TRUE;34,2;4;792;61,8;;;
2031;FALSE;23,5;2;548,6;58,4;;;
2032;TRUE;34,1;4;329,7;67,4;;;
2033;TRUE;2,1;4;1332,9;28,4;;;
2034;FALSE;28,8;2;655,5;35,7;;;
2035;FALSE;31,6;4;703,8;29,1;;;
2036;TRUE;30,5;5;1020,9;62,7;;;
2037;FALSE;14,1;1;1329,8;16,2;;;
2038;FALSE;18,8;5;892,3;24,1;;;
2039;FALSE;39,6;1;799,8;67,3;;;
2040;TRUE;19,4;1;1025,3;60,2;;;
2041;TRUE;29,1;2;746,5;19;;;
2042;FALSE;5,1;4;480,5;12,1;;;
2043;FALSE;12,4;1;1223,5;51;;;
2045;TRUE;18,5;2;889,2;28,1;;;
2046;FALSE;40,9;4;510,8;57,3;;;
2047;FALSE;17,8;1;423,9;9,3;;;
2048;TRUE;16,8;2;501,6;23,6;;;
2049;TRUE;43;2;1196,9;66,8;;;
2050;TRUE;24,2;4;832,1;7;;;
2051;TRUE;34,9;3;427,1;43,9;;;
2052;FALSE;31,4;1;857,9;24,4;;;
2053;FALSE;3,3;4;1343,2;53,7;;;
2054;TRUE;14,8;5;1156,1;18,8;;;
2055;TRUE;24,9;3;1188,2;7,8;;;
2056;TRUE;19,9;3;1119;57,4;;;
2057;TRUE;16,8;1;854,6;65,7;;;
2058;TRUE;45,7;4;375,4;12,4;;;
2059;FALSE;13,5;5;620,6;35,3;;;
2060;FALSE;26,9;2;354,1;1;;;
2061;TRUE;25,7;2;570,8;56,2;;;
2062;FALSE;48,7;5;702,8;28,4;;;
2063;TRUE;22,3;4;785,2;14,1;;;
2064;FALSE;34,6;1;1047,7;10,7;;;
2065;TRUE;7,8;2;325,6;14,7;;;
2066;TRUE;14;5;1005,9;58,5;;;
2067;FALSE;30,8;4;542,2;62;;;
2068;TRUE;22,6;1;1457,4;36,3;;;
2069;FALSE;40,7;5;1477,1;3,5;;;
2070;TRUE;10,7;3;502,2;1,6;;;
2071;TRUE;38,8;3;375,3;1,1;;;
2072;FALSE;8,2;4;349,8;14,5;;;
2073;TRUE;20,8;1;437,9;19,6;;;
2074;FALSE;10,2;4;1032,2;3,2;;;
2075;TRUE;24;2;617;15,1;;;
2076;TRUE;15;5;778,9;46,9;;;
2077;FALSE;5,7;2;1270,1;65,4;;;
2078;TRUE;21,6;5;736,7;53,7;;;
2079;TRUE;14;3;785,5;70;;;
2080;FALSE;7,7;4;1473,6;18;;;
2081;FALSE;8,1;1;899,5;54,4;;;
2082;TRUE;34,1;3;713,7;42;;;
2083;TRUE;23,2;3;646;1,8;;;
2084;FALSE;27,7;2;361,9;62,2;;;
2085;TRUE;43,3;3;1039,2;20,9;;;
2086;FALSE;47,6;3;863,6;68,6;;;
2087;TRUE;42,6;5;1330;38,5;;;
2088;TRUE;46;1;484,7;26,8;;;
2089;FALSE;23,2;4;638,1;20,2;;;
2090;TRUE;5,3;1;1315,7;2,6;;;
2091;FALSE;43;4;1385,4;2,3;;;
2092;FALSE;3,3;4;684,3;41,2;;;
2093;FALSE;42,9;4;1393;12,2;;;
2094;TRUE;32,3;2;1220,9;2,2;;;
2095;FALSE;28,4;2;682,7;49,2;;;
2096;TRUE;24,3;2;1160,5;66,2;;;
2097;TRUE;9,4;3;1211,9;44,3;;;
2098;TRUE;40,5;5;911,8;2,5;;;
2099;FALSE;25,6;2;706,6;9,6;;;
2100;FALSE;4,6;3;1072,5;46,1;;;
2101;FALSE;18,1;4;1241,9;53,3;;;
2102;TRUE;28,6;4;1325,2;10,5;;;
2103;FALSE;36;5;609,4;31,9;;;
2104;TRUE;24;2;801,6;25,3;;;
2105;FALSE;39,6;5;671,4;1;;;
2106;FALSE;5,9;5;1391,8;69,5;;;
2107;TRUE;29,5;5;1113,9;23,7;;;
2108;FALSE;9,1;2;866,5;4,6;;;
2109;TRUE;20,2;5;541,4;50,3;;;
2111;FALSE;27,8;1;967,5;55,3;;;
2113;FALSE;28,9;3;900;35,7;;;
2115;TRUE;22,9;3;1103,6;34,5;;;
2117;FALSE;36,8;1;1008,5;2,4;;;
2119;FALSE;10,2;1;560,1;29,9;;;
2121;TRUE;13,2;3;1498,3;22,9;;;
2123;TRUE;46,5;2;994;23,9;;;
2124;TRUE;17,7;2;599,8;45;;;
2126;TRUE;44;1;355,1;25,9;;;
2128;FALSE;36,3;3;545,8;34,1;;;
2130;FALSE;31,1;3;1334,7;35,6;;;
2132;TRUE;14,3;5;848;19,1;;;
2134;FALSE;1,7;1;1432,5;67,3;;;
2135;TRUE;35,5;1;925,2;30,4;;;
2137;TRUE;7,4;5;929,8;36,4;;;
2138;TRUE;39,5;3;1296,7;64,8;;;
2140;FALSE;18;1;1234,4;52,5;;;
2142;TRUE;46,4;1;1330,1;29,9;;;
2143;TRUE;25,9;5;441,9;1,9;;;
2145;TRUE;43,7;3;1036,6;18,4;;;
2147;FALSE;17,9;5;1493,3;55,7;;;
2148;TRUE;18,5;4;328,7;17,1;;;
2150;TRUE;12,3;1;1410,2;60,5;;;
2151;TRUE;42,5;4;712,6;8,4;;;
2153;FALSE;12,1;1;1434,2;20,6;;;
2155;FALSE;43,6;5;627,8;39;;;
2157;TRUE;26,5;1;860,3;21,3;;;
2159;FALSE;26,9;2;543,8;23,6;;;
2160;FALSE;3,4;5;1371,1;13,9;;;
2161;TRUE;46,1;5;1353,9;30,6;;;
2163;FALSE;33,2;3;1261,9;55,9;;;
2165;FALSE;43,1;5;450,7;61,6;;;
2167;TRUE;43,9;1;1327,3;23,5;;;
2169;TRUE;22,3;1;1352,9;48,8;;;
2171;TRUE;21,8;2;539,4;41,7;;;
2173;FALSE;40,3;4;845;69;;;
2175;TRUE;6,3;1;441,8;48;;;
2176;TRUE;43,5;1;975,7;58,3;;;
2177;FALSE;4,2;1;685,7;13,1;;;
2178;TRUE;15,9;1;982,3;57;;;
2179;FALSE;31,8;2;1309,6;54,2;;;
2180;TRUE;41,4;4;662,8;44,4;;;
2181;TRUE;2,4;3;550,3;68,2;;;
2182;TRUE;10,8;3;823,6;15,8;;;
2183;TRUE;12,2;5;1203,4;54,5;;;
2184;FALSE;4,4;3;841;52,5;;;
2185;TRUE;6,3;4;1477,8;64,1;;;
2186;TRUE;43,2;4;392,2;43,8;;;
2187;FALSE;27,1;5;551,9;67,8;;;
2188;TRUE;38,1;2;472,7;39,5;;;
2189;FALSE;36,1;3;1150,5;15,7;;;
2190;TRUE;34,9;1;1300,6;15,6;;;
2191;FALSE;42;1;1191,2;33,8;;;
2192;FALSE;15;4;1455,5;51,9;;;
2193;TRUE;38,7;5;702;67,3;;;
2194;FALSE;7,5;5;1419;37,4;;;
2195;FALSE;12,6;1;931,9;22,1;;;
2196;TRUE;8,3;4;1434,9;16,1;;;
2197;FALSE;4,3;3;884,1;16,8;;;
2198;TRUE;5,6;4;1299,8;53,8;;;
2199;TRUE;48,4;1;771,5;60;;;
2200;FALSE;35,7;1;383,9;53,5;;;
2201;FALSE;27,6;4;1463,6;1,3;;;
2202;TRUE;16,8;1;302,3;35,3;;;
2203;TRUE;46,1;5;515,1;38,6;;;
2204;FALSE;29,6;4;1214;61;;;
2205;FALSE;27,2;4;411,5;39,5;;;
2206;TRUE;47,8;3;797,9;53,5;;;
2207;FALSE;48,2;1;1027,4;37,3;;;
2208;TRUE;21,1;3;1307,7;45,6;;;
2209;FALSE;7,7;1;1047,3;31,9;;;
2210;FALSE;27,4;2;1137,2;11,6;;;
2211;TRUE;17,8;1;1091,9;67,5;;;
2212;FALSE;7,2;4;607,1;57;;;
2213;FALSE;44,7;2;1036,8;33,7;;;
2214;TRUE;42,4;3;1271,7;11,4;;;
2215;FALSE;26,3;4;444,2;10,5;;;
2216;FALSE;8,6;5;880;21,1;;;
2217;FALSE;34,7;1;1014,5;59,3;;;
2218;TRUE;26;4;1146,3;64;;;
2219;FALSE;34;1;302,9;33,1;;;
2221;TRUE;5,5;2;1482,7;58;;;
2222;FALSE;11,3;3;1152,1;3,8;;;
2223;FALSE;12,8;2;533,7;38,7;;;
2224;TRUE;19,8;1;371;24,4;;;
2225;FALSE;36,8;2;859,2;65,3;;;
2226;FALSE;6,7;2;456,6;40,4;;;
2227;FALSE;27,3;1;1311,6;17,6;;;
2228;FALSE;19,7;5;355,3;3;;;
2229;TRUE;33,1;2;555,9;47,4;;;
2230;FALSE;16,9;5;690,5;68,5;;;
2231;FALSE;0,8;2;1382;57,6;;;
2232;TRUE;47;4;741,5;11,8;;;
2233;TRUE;7,4;1;360,4;4,7;;;
2234;TRUE;48,9;4;400,1;19;;;
2235;FALSE;37,5;4;981,8;0,6;;;
2236;FALSE;12,9;3;995,1;68,3;;;
2237;TRUE;5,6;4;1129,8;66,6;;;
2238;FALSE;23,7;3;659,1;59,6;;;
2239;FALSE;27,5;5;424,6;50;;;
2240;TRUE;18,2;4;685,3;13;;;
2241;FALSE;44,3;3;1216;19,6;;;
2243;FALSE;48;1;590,6;8,4;;;
2244;FALSE;5,8;3;903,2;57,9;;;
2245;FALSE;41,5;4;924;33,3;;;
2246;FALSE;32,8;1;1324,3;15,4;;;
2247;FALSE;45,5;2;942,6;39,2;;;
2248;FALSE;6,4;4;1069;12,7;;;
2249;FALSE;45,2;5;1022,3;10,5;;;
2251;TRUE;34,6;1;871,4;12,1;;;
2252;FALSE;35,4;2;689,4;13,4;;;
2253;FALSE;35,3;4;547,1;30,2;;;
2254;FALSE;44,1;4;768,4;16,4;;;
2255;FALSE;24,6;3;889,7;45,3;;;
2256;FALSE;10,7;2;614,7;14,7;;;
2257;TRUE;45,1;1;1173,1;33,1;;;
2258;TRUE;39,2;3;663,7;36,7;;;
2259;FALSE;11,5;5;553,4;6,5;;;
2260;FALSE;28,5;4;979;31,1;;;
2261;FALSE;23;4;1301,6;18,5;;;
2262;FALSE;37,8;4;1486,8;43,6;;;
2263;FALSE;39,8;5;1479,4;55,4;;;
2264;TRUE;20,4;2;827,2;21,1;;;
2265;TRUE;14,5;2;386,1;41,5;;;
2266;TRUE;4,9;2;503,3;6,1;;;
2267;TRUE;19,8;5;1119,9;63;;;
2268;FALSE;2,4;4;970,7;6,8;;;
2269;TRUE;24,6;1;361,1;24,7;;;
2270;FALSE;1,9;4;1202,6;68,1;;;
2271;FALSE;31,8;2;1304,2;49,2;;;
2272;FALSE;1;5;1265,1;67,2;;;
2273;FALSE;40,6;4;559,6;68,3;;;
2274;TRUE;15,4;1;535,8;41,1;;;
2275;TRUE;42,3;3;1417,1;30,4;;;
2276;TRUE;45,3;2;733,2;58,3;;;
2277;TRUE;37,6;5;376,6;58,2;;;
2278;TRUE;4,9;3;1089;48,7;;;
2279;TRUE;29,1;3;1024,7;15;;;
2280;FALSE;16,8;2;1004,9;64,3;;;
2281;TRUE;25,2;3;1350;4,2;;;
2282;TRUE;43,5;3;1330;10,7;;;
2283;TRUE;48,5;2;965,2;40,8;;;
2284;TRUE;28,1;4;920;3,6;;;
2285;FALSE;6,3;1;704,4;37,4;;;
2286;FALSE;36;5;893,1;20,9;;;
2288;FALSE;33,4;1;725,3;61,8;;;
2289;FALSE;11;1;871,6;9,3;;;
2290;TRUE;41,3;4;851,3;48,7;;;
2291;TRUE;47;4;748,3;41;;;
2292;FALSE;23,4;4;784,5;17,3;;;
2293;TRUE;4,6;4;1091;48,2;;;
2294;TRUE;6,9;5;1297,4;16,1;;;
2295;TRUE;10;1;599,9;49,1;;;
2296;FALSE;22,2;1;511,4;21,5;;;
2298;TRUE;10,4;4;896,1;17,4;;;
2299;TRUE;2,8;4;687;37,5;;;
2300;TRUE;4,4;5;1150,2;48,6;;;
2301;TRUE;37,6;4;311,2;46,3;;;
2302;TRUE;43,8;5;669,8;33,6;;;
2304;FALSE;25,7;5;745,9;52,9;;;
2306;FALSE;4,6;1;453;50,1;;;
